Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Publisher_Missing_Flag,Year_Missing_Flag,Region_Reach,Success_Score
11334,Broken Uprising Reborn,PS3,,Puzzle,Electronic Arts,0.03,0.02,0.0,0.02,0.07,59.0,6.8,0,0,3,35.5
14832,Broken Uprising Reborn,PS3,2006.0,Role-Playing,Team17,0.63,0.27,0.17,0.13,1.2,,9.1,0,0,4,39.8
14928,Broken Uprising: Gold Edition,Nintendo Switch,2001.0,Shooter,THQ,0.07,0.04,0.01,0.05,0.17,76.0,3.4,0,0,4,38.1
2345,Broken Uprising: Gold Edition,PS3,2003.0,Adventure,Codemasters,0.04,0.03,0.01,0.03,0.11,,6.8,0,0,4,35.3
14817,Broken Uprising: Gold Edition,PSP,2017.0,Shooter,Electronic Arts,0.03,0.02,0.01,0.0,0.06,54.0,6.5,0,0,3,33.5
7602,Broken Uprising: Gold Edition,Wii,2024.0,Sports,Annapurna Interactive,0.09,0.05,0.01,0.02,0.17,80.0,8.0,0,0,4,46.2
16364,Broken Uprising: Gold Edition,Wii U,2006.0,Strategy,Bethesda Softworks,0.01,0.01,0.01,0.0,0.03,68.0,6.2,0,0,3,37.2
5612,Broken Uprising: Origins,3DS,2026.0,Role-Playing,Focus Entertainment,0.24,0.13,0.14,0.0,0.51,58.0,6.2,0,0,3,34.7
15188,Broken Uprising: Origins,PS2,2018.0,Action,Epic Games,0.13,0.1,0.09,0.01,0.33,46.0,7.2,0,0,3,32.4
10760,Broken Uprising: Origins,Wii,2026.0,Action,Bethesda Softworks,0.02,0.01,0.01,0.02,0.06,65.0,,0,0,4,37.1
10544,Broken Uprising: Redux,PS2,2014.0,Platform,Bandai Namco,0.06,0.05,0.05,0.04,0.2,,8.0,0,0,4,37.2
6850,Broken Uprising: Redux,Xbox Series X,2001.0,Shooter,Annapurna Interactive,0.79,0.52,0.64,0.41,2.36,71.0,,0,0,4,41.2
16083,Broken Uprising: Redux,Xbox Series X,2024.0,Racing,Unknown/Unreported,0.0,0.0,0.0,0.01,0.01,,6.5,1,0,1,27.3
4036,Broken Uprising: Remastered,GameCube,2011.0,Action,Epic Games,0.0,0.0,0.0,0.01,0.01,39.0,5.7,0,0,1,22.8
2586,Broken Uprising: Remastered,GameCube,2020.0,Misc,Nintendo,0.02,0.02,0.01,0.01,0.06,57.0,,0,0,4,34.7
6012,Broken Uprising: Remastered,PSP,2016.0,Strategy,Microsoft Studios,0.23,0.13,0.08,0.24,0.68,69.0,6.7,0,0,4,41.4
4199,Broken Uprising: Remastered,PSP,2019.0,Misc,Capcom,0.16,0.06,0.04,0.04,0.3,37.0,5.7,0,0,4,29.9
7889,Broken Vanguard,Nintendo Switch,2005.0,Action,Codemasters,0.15,0.15,0.08,0.19,0.57,35.0,6.5,0,0,4,30.8
2601,Broken Vanguard,PSP,2017.0,Simulation,THQ,0.04,0.04,0.02,0.06,0.16,74.0,9.8,0,0,4,47.1
3196,Broken Vanguard,PSP,2020.0,Role-Playing,Rockstar Games,0.31,0.1,0.1,0.08,0.59,77.0,8.8,0,0,4,46.9
10192,Broken Vanguard,Xbox 360,2023.0,Strategy,Warner Bros. Interactive,0.03,0.02,0.02,0.02,0.09,70.0,7.4,0,0,4,42.2
12980,Broken Vanguard,Xbox Series X,2021.0,Misc,Paradox Interactive,0.05,0.04,0.03,0.01,0.13,,4.9,0,0,4,32.5
3573,Broken Vanguard 2,PS3,2022.0,Shooter,Sega,0.01,0.0,0.0,0.0,0.01,74.0,5.7,0,0,1,33.3
1632,Broken Vanguard 3,3DS,2010.0,Shooter,Rockstar Games,0.15,0.1,0.12,0.16,0.53,60.0,6.2,0,0,4,37.8
12287,Broken Vanguard 3,Xbox One,2001.0,Adventure,Deep Silver,0.11,0.05,0.0,0.08,0.24,50.0,7.7,0,0,3,34.3
2818,Broken Vanguard II,Wii U,2001.0,Adventure,Bethesda Softworks,0.01,0.01,0.01,0.0,0.03,58.0,4.9,0,0,3,32.3
1786,Broken Vanguard III,PS Vita,,Adventure,Team17,1.86,1.25,1.2,0.09,4.4,43.0,5.9,0,0,3,33.6
15020,Broken Vanguard III,PS5,2003.0,Strategy,Atari,0.12,0.07,0.05,0.0,0.24,58.0,6.6,0,0,3,35.0
14763,Broken Vanguard III,PSP,2011.0,Adventure,Microsoft Studios,0.24,0.14,0.12,0.05,0.55,70.0,,0,0,4,39.0
4709,Broken Vanguard Online,Nintendo Switch,2019.0,Adventure,505 Games,0.08,0.07,0.03,0.05,0.23,60.0,7.6,0,0,4,39.6
14882,Broken Vanguard Online,PS Vita,2013.0,Misc,Activision,0.0,0.0,0.0,0.01,0.01,65.0,6.4,0,0,1,31.6
15392,Broken Vanguard Online,Xbox 360,2018.0,Role-Playing,Atari,0.07,0.07,0.01,0.09,0.24,83.0,5.2,0,0,3,40.4
11684,Broken Vanguard Reborn,PSP,2002.0,Racing,Rockstar Games,0.23,0.11,0.07,0.2,0.61,66.0,7.9,0,0,4,42.3
1271,Broken Vanguard Reborn,Xbox One,2014.0,Misc,Codemasters,0.03,0.01,0.0,0.02,0.06,77.0,6.6,0,0,3,40.6
4787,Broken Vanguard: Gold Edition,PS Vita,2011.0,Action,Epic Games,0.18,0.08,0.1,0.0,0.36,75.0,6.7,0,0,3,40.4
3847,Broken Vanguard: Gold Edition,Wii,2013.0,Adventure,505 Games,0.08,0.06,0.07,0.08,0.29,80.0,,0,0,4,41.8
12700,Broken Vanguard: Origins,PS5,2025.0,Adventure,Annapurna Interactive,0.16,0.09,0.11,0.06,0.42,56.0,6.5,0,0,4,37.0
1439,Broken Vanguard: Origins,PSP,2026.0,Shooter,Focus Entertainment,0.09,0.08,0.01,0.11,0.29,72.0,6.0,0,0,3,38.4
10665,Broken Vanguard: Redux,DS,2014.0,Shooter,Take-Two Interactive,0.05,0.01,0.02,0.01,0.09,74.0,5.8,0,0,4,41.0
11639,Broken Voyage,PS Vita,2004.0,Racing,Epic Games,0.08,0.07,0.01,0.04,0.2,67.0,8.7,0,0,3,40.8
5716,Broken Voyage,PS4,2011.0,Simulation,Electronic Arts,0.12,0.08,0.08,0.11,0.39,74.0,8.1,0,0,4,44.7
16168,Broken Voyage 2,Game Boy Advance,2017.0,Action,Electronic Arts,0.04,0.02,0.01,0.02,0.09,59.0,6.8,0,0,4,38.0
8841,Broken Voyage 2,Xbox Series X,2020.0,Racing,Atari,0.01,0.01,0.0,0.0,0.02,,7.6,0,0,2,31.4
3953,Broken Voyage 3,DS,2000.0,Simulation,Epic Games,0.16,0.11,0.08,0.01,0.36,72.0,5.7,0,0,3,38.0
5561,Broken Voyage 3,Game Boy Advance,2007.0,Platform,Square Enix,0.02,0.01,0.0,0.01,0.04,69.0,5.6,0,0,3,36.6
10548,Broken Voyage 3,Nintendo Switch,2007.0,Sports,CD Projekt,0.12,0.08,0.04,0.02,0.26,91.0,7.9,0,0,4,49.4
15293,Broken Voyage II,PS4,2026.0,Fighting,Nintendo,0.02,0.02,0.0,0.02,0.06,,8.3,0,0,3,35.0
14652,Broken Voyage III,DS,2015.0,Action,THQ,0.15,0.05,0.06,0.03,0.29,48.0,5.6,0,0,4,33.1
306,Broken Voyage III,Game Boy Advance,2006.0,Fighting,Atari,0.02,0.02,0.01,0.02,0.07,69.0,7.2,0,0,4,41.6
12490,Broken Voyage III,PS Vita,2012.0,Role-Playing,Paradox Interactive,0.15,0.07,0.09,0.03,0.34,61.0,6.9,0,0,4,39.0
7683,Broken Voyage III,Wii U,,Shooter,Rockstar Games,0.01,0.01,0.0,0.0,0.02,,7.1,0,1,2,30.7
15241,Broken Voyage III,Xbox One,2006.0,Sports,Focus Entertainment,0.04,0.03,0.01,0.01,0.09,69.0,3.7,0,0,4,36.3
5352,Broken Voyage IV,PSP,2013.0,Fighting,Capcom,0.16,0.08,0.01,0.04,0.29,,5.8,0,0,3,31.5
9922,Broken Voyage Online,GameCube,2013.0,Strategy,Devolver Digital,0.11,0.09,0.07,0.03,0.3,90.0,8.2,0,0,4,49.6
3113,Broken Voyage Online,PS4,2009.0,Action,Capcom,0.01,0.01,0.01,0.01,0.04,76.0,5.3,0,0,4,40.8
1184,Broken Voyage: Gold Edition,Game Boy Advance,2026.0,Strategy,505 Games,0.15,0.12,0.08,0.11,0.46,70.0,8.7,0,0,4,44.5
13420,Broken Voyage: Gold Edition,PS5,2008.0,Simulation,Bandai Namco,0.07,0.06,0.03,0.06,0.22,45.0,,0,0,4,31.2
474,Broken Voyage: Gold Edition,PSP,2013.0,Action,THQ,0.12,0.06,0.08,0.1,0.36,73.0,6.3,0,0,4,41.7
2182,Broken Voyage: Origins,PSP,2010.0,Shooter,Paradox Interactive,0.01,0.01,0.0,0.0,0.02,63.0,9.1,0,0,2,37.6
4255,Broken Voyage: Redux,PS4,2017.0,Role-Playing,Devolver Digital,0.13,0.08,0.04,0.05,0.3,69.0,5.2,0,0,4,38.8
2395,Broken Voyage: Redux,PS4,2020.0,Adventure,THQ,0.26,0.15,0.08,0.0,0.49,40.0,6.8,0,0,3,30.2
2490,Broken Voyage: Remastered,PSP,2015.0,Platform,Warner Bros. Interactive,0.06,0.05,0.03,0.05,0.19,53.0,5.3,0,0,4,34.0
11497,Broken Voyage: Remastered,Wii,2024.0,Sports,Square Enix,0.0,0.0,0.0,0.01,0.01,,,0,0,1,25.0
13555,Broken Warfare,Nintendo Switch,2004.0,Adventure,Warner Bros. Interactive,0.01,0.01,0.01,0.0,0.03,69.0,6.2,0,0,3,37.5
659,Broken Warfare,PC,2001.0,Puzzle,Atari,0.04,0.03,0.01,0.01,0.09,,7.6,0,0,4,36.5
10875,Broken Warfare,PS2,2015.0,Misc,Atari,0.04,0.03,0.02,0.0,0.09,57.0,,0,0,3,32.2
3431,Broken Warfare 2,3ds,2000.0,Puzzle,Ubisoft,0.03,0.02,0.0,0.03,0.08,82.0,7.6,0,0,3,43.6
7238,Broken Warfare 2,DS,2005.0,Platform,Devolver Digital,0.04,0.02,0.01,0.01,0.08,,6.8,0,0,4,35.3
14427,Broken Warfare 2,PS5,2016.0,Misc,505 Games,0.02,0.01,0.01,0.02,0.06,76.0,8.0,0,0,4,44.9
969,Broken Warfare 2,Wii,2015.0,Sports,Focus Entertainment,0.02,0.02,0.01,0.0,0.05,76.0,6.8,0,0,3,40.5
10634,Broken Warfare II,PS Vita,2001.0,Sports,THQ,0.06,0.05,0.03,0.01,0.15,74.0,7.9,0,0,4,44.2
3090,Broken Warfare III,PC,2009.0,Action,THQ,0.09,0.03,0.01,0.06,0.19,77.0,5.9,0,0,4,42.1
6997,Broken Warfare IV,PS3,2018.0,Fighting,2K Games,0.02,0.01,0.0,0.02,0.05,71.0,8.8,0,0,3,42.0
9448,Broken Warfare IV,Xbox 360,2020.0,Shooter,Konami,0.04,0.03,0.02,0.0,0.09,57.0,6.7,0,0,3,34.7
3554,Broken Warfare Online,Wii U,2003.0,Platform,Sony Interactive Entertainment,0.04,0.02,0.01,0.01,0.08,76.0,7.5,0,0,4,44.1
13847,Broken Warfare Online,Xbox 360,2018.0,Adventure,505 Games,0.06,0.03,0.04,0.03,0.16,81.0,9.8,0,0,4,49.2
2522,Broken Warfare Reborn,PC,2020.0,Misc,Capcom,0.16,0.07,0.07,0.03,0.33,53.0,9.1,0,0,4,39.9
4708,Broken Warfare: Gold Edition,Game Boy Advance,2013.0,Action,Tecmo Koei,0.02,0.02,0.01,0.01,0.06,65.0,4.8,0,0,4,36.8
6688,Broken Warfare: Gold Edition,PS2,2016.0,Strategy,Epic Games,0.24,0.14,0.02,0.09,0.49,81.0,7.1,0,0,3,42.9
13881,Broken Warfare: Gold Edition,PS4,2003.0,Adventure,Annapurna Interactive,0.04,0.02,0.02,0.0,0.08,60.0,7.8,0,0,3,37.3
13649,Broken Warfare: Origins,PS3,2009.0,Action,Ubisoft,0.14,0.06,0.01,0.06,0.27,91.0,7.7,0,0,3,46.6
3545,Broken Warfare: Redux,Game Boy Advance,2006.0,Sports,Epic Games,0.46,0.47,0.18,0.45,1.56,69.0,6.2,0,0,4,41.6
3320,Broken Warfare: Remastered,PSP,2017.0,Action,Sony Interactive Entertainment,0.01,0.0,0.01,0.0,0.02,96.0,6.4,0,0,2,43.4
10197,CRIMSON ARENA,PC,2024.0,Simulation,Bandai Namco,0.24,0.22,0.11,0.12,0.69,76.0,7.0,0,0,4,44.0
4218,CRIMSON ARENA: REDUX,PC,2014.0,Platform,Capcom,0.0,0.0,0.0,0.01,0.01,,7.6,0,0,1,28.9
8675,CRIMSON ARENA: REMASTERED,DS,2017.0,Simulation,Warner Bros. Interactive,0.27,0.24,0.1,0.42,1.03,44.0,7.9,0,0,4,36.1
2145,CRIMSON BLITZ ONLINE,PS3,2012.0,Simulation,Rockstar Games,0.09,0.04,0.03,0.06,0.22,69.0,6.6,0,0,4,40.8
16025,CRIMSON CHRONICLES,PS5,2008.0,Simulation,Warner Bros. Interactive,0.03,0.03,0.0,0.03,0.09,79.0,6.6,0,0,3,41.2
15014,CRIMSON COVENANT,Xbox Series X,2026.0,Misc,Warner Bros. Interactive,0.02,0.01,0.01,0.02,0.06,76.0,10.0,0,0,4,47.9
8189,CRIMSON DOMINION 2,DS,2021.0,Simulation,CD Projekt,0.29,0.14,0.13,0.05,0.61,,,0,0,4,33.1
16835,CRIMSON EMPIRE 3,Wii,2013.0,Misc,505 Games,0.33,0.13,0.13,0.17,0.76,,8.4,0,0,4,38.4
8159,CRIMSON HORIZON 3,Nintendo Switch,2021.0,Puzzle,Electronic Arts,0.37,0.14,0.19,0.11,0.81,55.0,8.8,0,0,4,40.5
7148,CRIMSON LEGENDS,PSP,2015.0,Action,Paradox Interactive,0.01,0.01,0.01,0.0,0.03,78.0,8.6,0,0,3,43.8
11716,CRIMSON ODYSSEY III,PC,2025.0,Sports,Tecmo Koei,0.07,0.05,0.04,0.04,0.2,42.0,6.7,0,0,4,32.8
1948,CRIMSON ORIGINS 3,3DS,2020.0,Misc,Nintendo,0.04,0.03,0.01,0.03,0.11,56.0,5.9,0,0,4,35.8
13016,CRIMSON REBELLION II,PC,2008.0,Action,Bethesda Softworks,0.02,0.02,0.01,0.0,0.05,66.0,7.1,0,0,3,38.0
1037,CRIMSON SYNDICATE ONLINE,Nintendo Switch,2001.0,Platform,THQ,0.34,0.2,0.18,0.0,0.72,97.0,6.4,0,0,3,46.9
3689,CRIMSON SYNDICATE: REDUX,ps3,2018.0,Platform,CD Projekt,0.04,0.03,0.01,0.01,0.09,,5.8,0,0,4,33.8
1062,CRIMSON UPRISING: REMASTERED,PS4,,Fighting,Team17,0.04,0.04,0.03,0.01,0.12,85.0,6.1,0,1,4,44.8
12308,CRIMSON WARFARE ONLINE,DS,2012.0,Platform,Deep Silver,0.14,0.06,0.03,0.04,0.27,96.0,,0,0,4,46.6
11938,Crimson Arena,3DS,2020.0,Action,2K Games,0.02,0.01,0.0,0.01,0.04,,,0,0,3,30.0
1853,Crimson Arena,Xbox 360,2008.0,Shooter,Microsoft Studios,0.0,0.0,0.0,0.01,0.01,,7.5,0,0,1,28.8
5803,Crimson Arena 2,PC,2018.0,Adventure,Ubisoft,0.55,0.16,0.13,0.17,1.01,60.0,8.1,0,0,4,41.2
7348,Crimson Arena 2,PS3,,Role-Playing,Bandai Namco,0.0,0.0,0.0,0.01,0.01,69.0,,0,1,1,30.7
14727,Crimson Arena 2,PS3,2002.0,Racing,Devolver Digital,0.04,0.03,0.03,0.04,0.14,58.0,5.5,0,0,4,35.8
9024,Crimson Arena 2,PS4,2011.0,Adventure,Sony Interactive Entertainment,0.06,0.04,0.06,0.05,0.21,71.0,5.0,0,0,4,39.0
12316,Crimson Arena II,PS2,2010.0,Simulation,Devolver Digital,0.0,0.0,0.0,0.01,0.01,54.0,6.1,0,0,1,27.9
2095,Crimson Arena II,PS3,2023.0,Misc,Epic Games,0.51,0.37,0.14,0.16,1.18,,6.9,0,0,4,36.5
14663,Crimson Arena II,Xbox Series X,2002.0,Sports,Devolver Digital,0.33,0.24,0.16,0.0,0.73,69.0,3.0,0,0,3,33.4
2528,Crimson Arena III,PS4,2021.0,Simulation,505 Games,0.01,0.0,0.0,0.01,0.02,61.0,6.4,0,0,2,32.9
9982,Crimson Arena III,Xbox One,2026.0,Strategy,NetherRealm Studios,0.17,0.09,0.05,0.05,0.36,76.0,9.0,0,0,4,46.7
2120,Crimson Arena Reborn,GameCube,2023.0,Fighting,Rockstar Games,0.06,0.03,0.06,0.05,0.2,82.0,4.9,0,0,4,42.1
16683,Crimson Arena: Remastered,Nintendo Switch,2026.0,Fighting,Devolver Digital,0.12,0.09,0.05,0.13,0.39,66.0,4.9,0,0,4,37.5
2200,Crimson Arena: Remastered,PC,2019.0,Fighting,Electronic Arts,0.01,0.01,0.0,0.0,0.02,66.0,6.3,0,0,2,34.3
4433,Crimson Arena: Remastered,Xbox One,2008.0,Adventure,Team17,0.18,0.09,0.06,0.0,0.33,64.0,7.1,0,0,3,37.7
8152,Crimson Blitz,GameCube,2018.0,Strategy,Focus Entertainment,0.03,0.02,0.01,0.03,0.09,75.0,4.9,0,0,4,39.9
8275,Crimson Blitz,GameCube,2019.0,Shooter,Epic Games,0.05,0.04,0.01,0.02,0.12,74.0,7.9,0,0,4,44.2
12118,Crimson Blitz,GameCube,2026.0,Strategy,Square Enix,0.09,0.1,0.04,0.1,0.33,86.0,8.6,0,0,4,49.0
3457,Crimson Blitz,PC,2013.0,Platform,2K Games,0.09,0.03,0.02,0.04,0.18,,8.2,0,0,4,37.5
3634,Crimson Blitz,ps vita,2007.0,Misc,505 Games,0.11,0.08,0.05,0.04,0.28,75.0,7.8,0,0,4,44.5
16381,Crimson Blitz,ps3,2008.0,Platform,Sega,0.24,0.15,0.18,0.26,0.83,62.0,7.5,0,0,4,40.7
3929,Crimson Blitz 2,PS Vita,2025.0,Misc,505 Games,0.03,0.02,0.0,0.03,0.08,61.0,6.0,0,0,3,34.9
8351,Crimson Blitz 2,Xbox One,2007.0,Action,Warner Bros. Interactive,0.05,0.03,0.03,0.0,0.11,74.0,9.6,0,0,3,44.2
13917,Crimson Blitz 2,gamecube,2010.0,Racing,NetherRealm Studios,0.05,0.02,0.01,0.03,0.11,44.0,6.8,0,0,4,33.5
15420,Crimson Blitz 3,Nintendo Switch,2021.0,Action,Rockstar Games,0.13,0.08,0.01,0.03,0.25,52.0,,0,0,3,30.8
14353,Crimson Blitz 3,Wii,2019.0,Platform,Codemasters,0.15,0.07,0.09,0.0,0.31,,8.4,0,0,3,35.4
4568,Crimson Blitz II,Game Boy Advance,2016.0,Platform,505 Games,0.08,0.05,0.03,0.0,0.16,65.0,5.3,0,0,3,35.1
4897,Crimson Blitz II,PC,2012.0,Racing,NetherRealm Studios,0.05,0.04,0.01,0.03,0.13,71.0,4.9,0,0,4,38.8
14479,Crimson Blitz III,PC,2001.0,Sports,Nintendo,0.06,0.05,0.04,0.01,0.16,85.0,9.2,0,0,4,49.5
5010,Crimson Blitz III,PS3,2007.0,Shooter,Bethesda Softworks,0.2,0.12,0.11,0.1,0.53,59.0,5.3,0,0,4,36.2
7969,Crimson Blitz III,Xbox Series X,2020.0,Platform,Sony Interactive Entertainment,0.15,0.06,0.07,0.04,0.32,,7.4,0,0,4,36.4
15780,Crimson Blitz IV,3DS,2026.0,Fighting,Paradox Interactive,0.08,0.04,0.01,0.01,0.14,53.0,6.0,0,0,4,35.0
9480,Crimson Blitz Online,GameCube,2015.0,Role-Playing,Paradox Interactive,0.05,0.03,0.01,0.02,0.11,,6.1,0,0,4,34.3
11771,Crimson Blitz Online,PC,2003.0,Role-Playing,Deep Silver,0.02,0.01,0.01,0.04,0.08,78.0,7.1,0,0,4,44.1
7884,Crimson Blitz Online,Xbox Series X,2014.0,Simulation,Activision,0.02,0.01,0.01,0.0,0.04,45.0,9.2,0,0,3,34.8
5645,Crimson Blitz: Gold Edition,PS Vita,2025.0,Puzzle,Paradox Interactive,0.07,0.03,0.02,0.04,0.16,,6.2,0,0,4,34.5
2632,Crimson Blitz: Gold Edition,PSP,2015.0,Platform,Take-Two Interactive,0.04,0.02,0.02,0.0,0.08,,,0,0,3,30.1
9102,Crimson Blitz: Origins,PS Vita,2009.0,Shooter,Focus Entertainment,0.09,0.12,0.06,0.08,0.35,75.0,8.8,0,0,4,46.0
9881,Crimson Blitz: Redux,3DS,2016.0,Fighting,Team17,0.08,0.05,0.05,0.0,0.18,64.0,7.7,0,0,3,38.4
13671,Crimson Blitz: Remastered,Wii,2008.0,Strategy,Nintendo,0.01,0.01,0.0,0.0,0.02,99.0,6.4,0,0,2,44.3
9936,Crimson Chronicles,Xbox Series X,2015.0,Misc,Rockstar Games,0.34,0.17,0.02,0.24,0.77,69.0,6.9,0,0,3,39.3
15461,Crimson Chronicles 2,Xbox One,2016.0,Puzzle,Konami,0.04,0.03,0.02,0.03,0.12,58.0,7.0,0,0,4,38.0
3298,Crimson Chronicles 2,Xbox Series X,2006.0,Shooter,Team17,0.13,0.05,0.01,0.06,0.25,60.0,7.5,0,0,3,37.0
11058,Crimson Chronicles 2,ps3,2013.0,Adventure,Electronic Arts,0.01,0.01,0.01,0.0,0.03,,,0,0,3,30.0
15985,Crimson Chronicles 3,DS,2002.0,Adventure,Nintendo,0.14,0.09,0.05,0.05,0.33,,5.5,0,0,4,33.6
10292,Crimson Chronicles 3,PS2,2017.0,Adventure,Capcom,0.34,0.1,0.17,0.04,0.65,67.0,8.4,0,0,4,43.3
5266,Crimson Chronicles 3,PS5,2023.0,Misc,Team17,0.11,0.06,0.02,0.19,0.38,71.0,,0,0,4,39.2
11080,Crimson Chronicles II,Nintendo Switch,2021.0,Platform,CD Projekt,0.03,0.02,0.01,0.01,0.07,,,0,0,4,32.6
10541,Crimson Chronicles II,PS Vita,2024.0,Racing,Focus Entertainment,0.02,0.01,0.0,0.02,0.05,77.0,5.3,0,0,3,38.6
4268,Crimson Chronicles III,Wii,2006.0,Puzzle,Bethesda Softworks,0.04,0.02,0.02,0.01,0.09,69.0,8.2,0,0,4,43.1
6493,Crimson Chronicles IV,3DS,2022.0,Misc,Epic Games,0.26,0.19,0.03,0.13,0.61,60.0,6.4,0,0,3,35.7
7721,Crimson Chronicles IV,3DS,2026.0,Racing,Warner Bros. Interactive,0.02,0.01,0.01,0.0,0.04,59.0,6.0,0,0,3,34.2
5657,Crimson Chronicles IV,DS,2023.0,Sports,Annapurna Interactive,0.09,0.11,0.07,0.05,0.32,80.0,7.2,0,0,4,45.1
9727,Crimson Chronicles IV,GameCube,2020.0,Role-Playing,Tecmo Koei,0.02,0.01,0.01,0.03,0.07,68.0,7.6,0,0,4,41.9
12461,Crimson Chronicles IV,PS3,2017.0,Sports,Bandai Namco,0.02,0.01,0.01,0.03,0.07,72.0,8.3,0,0,4,44.1
11921,Crimson Chronicles Reborn,PSP,2003.0,Simulation,Deep Silver,0.05,0.05,0.02,0.04,0.16,84.0,4.5,0,0,4,42.1
7436,Crimson Chronicles: Origins,PS4,2007.0,Misc,Deep Silver,0.02,0.01,0.01,0.0,0.04,61.0,6.5,0,0,3,35.6
15902,Crimson Chronicles: Origins,PS5,2022.0,Strategy,THQ,0.01,0.0,0.0,0.01,0.02,69.0,5.9,0,0,2,34.6
7814,Crimson Chronicles: Origins,PSP,2003.0,Misc,Tecmo Koei,0.05,0.04,0.01,0.02,0.12,67.0,7.5,0,0,4,41.5
7641,Crimson Chronicles: Redux,DS,2021.0,Simulation,Activision,0.1,0.09,0.06,0.05,0.3,,6.4,0,0,4,34.9
3387,Crimson Covenant,Nintendo Switch,2002.0,Misc,Bandai Namco,1.2,0.68,0.09,0.28,2.25,80.0,6.4,0,0,3,43.3
15405,Crimson Covenant,PS3,2005.0,Puzzle,Epic Games,0.02,0.01,0.01,0.0,0.04,78.0,5.7,0,0,3,39.5
15261,Crimson Covenant,Xbox One,2010.0,Strategy,NetherRealm Studios,0.0,0.0,0.0,0.01,0.01,72.0,7.8,0,0,1,35.8
10972,Crimson Covenant 2,DS,2021.0,Sports,Atari,0.03,0.02,0.02,0.0,0.07,90.0,7.8,0,0,3,46.3
14717,Crimson Covenant 2,Nintendo Switch,2004.0,Action,Take-Two Interactive,0.25,0.27,0.05,0.24,0.81,50.0,6.4,0,0,4,35.4
8576,Crimson Covenant 2,PSP,2017.0,Action,Tecmo Koei,0.13,0.07,0.07,0.08,0.35,43.0,6.4,0,0,4,32.8
11626,Crimson Covenant 3,Wii,2012.0,Simulation,Devolver Digital,0.26,0.17,0.1,0.12,0.65,72.0,6.8,0,0,4,42.4
14395,Crimson Covenant 3,Wii,2026.0,Misc,Rockstar Games,0.09,0.12,0.04,0.1,0.35,55.0,7.1,0,0,4,37.5
6145,Crimson Covenant 3,Xbox One,2016.0,Misc,Bethesda Softworks,0.01,0.01,0.01,0.0,0.03,66.0,5.9,0,0,3,36.2
44,Crimson Covenant II,PS3,2015.0,Strategy,Sega,0.11,0.06,0.06,0.0,0.23,80.0,7.1,0,0,3,42.4
12503,Crimson Covenant II,PSP,2016.0,Role-Playing,Capcom,0.08,0.04,0.0,0.04,0.16,49.0,6.2,0,0,3,31.7
4421,Crimson Covenant III,GameCube,2008.0,Simulation,Team17,0.22,0.13,0.05,0.03,0.43,74.0,9.7,0,0,4,47.2
2375,Crimson Covenant III,PC,2020.0,Sports,505 Games,0.08,0.05,0.04,0.05,0.22,87.0,7.5,0,0,4,47.6
11879,Crimson Covenant IV,PS3,2025.0,Simulation,Microsoft Studios,0.17,0.06,0.01,0.11,0.35,59.0,7.8,0,0,3,37.2
4403,Crimson Covenant IV,Xbox Series X,2005.0,Puzzle,Rockstar Games,0.08,0.05,0.07,0.06,0.26,58.0,9.2,0,0,4,41.5
7069,Crimson Covenant Online,Wii U,2025.0,Shooter,Nintendo,0.05,0.02,0.01,0.03,0.11,67.0,3.9,0,0,4,36.1
15793,Crimson Covenant Reborn,Game Boy Advance,2024.0,Sports,Nintendo,0.35,0.21,0.04,0.37,0.97,,7.3,0,0,3,34.4
3341,Crimson Covenant Reborn,Nintendo Switch,2024.0,Sports,Atari,0.03,0.02,0.0,0.03,0.08,,5.6,0,0,3,31.0
15319,Crimson Covenant Reborn,Wii,2020.0,Misc,Bethesda Softworks,0.08,0.03,0.0,0.03,0.14,67.0,6.2,0,0,3,37.0
6725,Crimson Covenant Reborn,Wii,2026.0,Puzzle,Devolver Digital,0.07,0.04,0.02,0.0,0.13,80.0,,0,0,3,39.1
15255,Crimson Covenant Reborn,Wii U,2019.0,Misc,Capcom,0.14,0.11,0.05,0.02,0.32,75.0,7.3,0,0,4,43.8
16638,Crimson Covenant Reborn,Xbox Series X,2005.0,Puzzle,Bethesda Softworks,0.05,0.05,0.02,0.09,0.21,79.0,7.5,0,0,4,45.2
11968,Crimson Covenant: Origins,Nintendo Switch,2026.0,Role-Playing,Atari,0.03,0.02,0.01,0.01,0.07,71.0,7.1,0,0,4,42.0
9784,Crimson Covenant: Origins,PSP,2019.0,Misc,Take-Two Interactive,0.23,0.1,0.08,0.07,0.48,90.0,,0,0,4,45.0
17,Crimson Covenant: Redux,3DS,2009.0,Puzzle,NetherRealm Studios,0.18,0.1,0.05,0.1,0.43,,7.3,0,0,4,36.4
9350,Crimson Covenant: Redux,Xbox One,2013.0,Misc,505 Games,0.03,0.02,0.0,0.02,0.07,65.0,7.1,0,0,3,37.7
14773,Crimson Covenant: Remastered,PS3,,Action,Square Enix,0.02,0.02,0.01,0.02,0.07,75.0,6.8,0,1,4,42.8
14435,Crimson Crusade,PS4,2003.0,Strategy,Sega,0.04,0.02,0.01,0.0,0.07,65.0,,0,0,3,34.6
